timestamp,bid_price,ask_price,bid_volume,ask_volume,order_flow,market_event
2024-11-18 11:27:51,152.95,153.03,631,668,HOLD,DROP
2024-11-18 11:27:52,147.49,147.57,364,943,SELL,SPIKE
2024-11-18 11:27:53,125.28,125.72,416,185,HOLD,DROP
2024-11-18 11:27:54,192.64,192.94,202,588,HOLD,NORMAL
2024-11-18 11:27:55,156.68,156.96,660,296,HOLD,SPIKE
2024-11-18 11:27:56,173.33,173.58,453,848,SELL,DROP
2024-11-18 11:27:57,183.81,183.85,885,754,SELL,NORMAL
2024-11-18 11:27:58,166.5,166.91,489,158,SELL,NORMAL
2024-11-18 11:27:59,168.78,169.15,757,307,HOLD,DROP
2024-11-18 11:28:00,190.21,190.7,12,221,HOLD,DROP
2024-11-18 11:28:01,197.26,197.4,356,759,SELL,DROP
2024-11-18 11:28:02,106.33,106.56,989,505,BUY,SPIKE
2024-11-18 11:28:03,106.05,106.18,736,402,SELL,DROP
2024-11-18 11:28:04,172.29,172.73,61,530,BUY,SPIKE
2024-11-18 11:28:05,137.38,137.62,104,188,SELL,NORMAL
2024-11-18 11:28:06,186.75,186.89,645,59,BUY,SPIKE
2024-11-18 11:28:07,157.46,157.96,71,217,BUY,NORMAL
2024-11-18 11:28:08,147.49,147.87,329,405,BUY,DROP
2024-11-18 11:28:09,141.03,141.26,344,678,BUY,SPIKE
2024-11-18 11:28:10,189.92,190.17,926,981,SELL,NORMAL
2024-11-18 11:28:11,181.71,181.84,802,983,HOLD,SPIKE
2024-11-18 11:28:12,136.63,136.93,432,252,SELL,DROP
2024-11-18 11:28:13,113.94,114.37,919,262,HOLD,NORMAL
2024-11-18 11:28:14,138.19,138.68,399,239,SELL,DROP
2024-11-18 11:28:15,135.0,135.22,767,448,HOLD,DROP
2024-11-18 11:28:16,144.82,145.19,434,245,HOLD,SPIKE
2024-11-18 11:28:17,146.25,146.37,751,65,SELL,DROP
2024-11-18 11:28:18,131.53,131.98,767,563,HOLD,NORMAL
2024-11-18 11:28:19,169.35,169.55,829,302,BUY,NORMAL
2024-11-18 11:28:20,126.12,126.24,638,612,HOLD,NORMAL
2024-11-18 11:28:21,166.53,166.65,611,594,SELL,SPIKE
2024-11-18 11:28:22,131.63,131.93,315,763,HOLD,NORMAL
2024-11-18 11:28:23,158.59,159.04,690,346,BUY,SPIKE
2024-11-18 11:28:24,142.6,142.94,940,236,SELL,DROP
2024-11-18 11:28:25,193.84,194.15,443,919,BUY,DROP
2024-11-18 11:28:26,136.92,137.3,180,858,HOLD,DROP
2024-11-18 11:28:27,129.39,129.79,194,588,HOLD,DROP
2024-11-18 11:28:28,195.03,195.15,885,785,SELL,SPIKE
2024-11-18 11:28:29,131.46,131.61,82,796,HOLD,NORMAL
2024-11-18 11:28:30,185.4,185.58,870,626,SELL,SPIKE
2024-11-18 11:28:31,136.93,137.17,182,407,HOLD,SPIKE
2024-11-18 11:28:32,190.17,190.59,572,149,HOLD,NORMAL
2024-11-18 11:28:33,196.71,196.96,983,777,SELL,SPIKE
2024-11-18 11:28:34,184.22,184.43,563,177,BUY,DROP
2024-11-18 11:28:35,103.3,103.56,377,486,BUY,SPIKE
2024-11-18 11:28:36,189.73,190.14,805,929,SELL,SPIKE
2024-11-18 11:28:37,126.99,127.15,598,165,SELL,SPIKE
2024-11-18 11:28:38,165.36,165.84,454,843,HOLD,DROP
2024-11-18 11:28:39,132.77,133.11,90,831,SELL,SPIKE
2024-11-18 11:28:40,128.55,128.79,283,968,HOLD,DROP
2024-11-18 11:28:41,198.3,198.72,179,161,HOLD,NORMAL
2024-11-18 11:28:42,188.49,188.74,136,595,HOLD,SPIKE
2024-11-18 11:28:43,198.42,198.81,992,669,SELL,SPIKE
2024-11-18 11:28:44,100.11,100.25,949,800,HOLD,NORMAL
2024-11-18 11:28:45,179.3,179.43,94,942,HOLD,SPIKE
2024-11-18 11:28:46,174.87,175.11,320,870,HOLD,NORMAL
2024-11-18 11:28:47,126.08,126.37,90,429,BUY,SPIKE
2024-11-18 11:28:48,180.97,181.3,308,711,HOLD,DROP
2024-11-18 11:28:49,134.22,134.37,521,333,SELL,DROP
2024-11-18 11:28:50,183.22,183.59,92,593,BUY,SPIKE
2024-11-18 11:28:51,108.25,108.55,683,182,HOLD,DROP
2024-11-18 11:28:52,199.47,199.5,10,427,SELL,NORMAL
2024-11-18 11:28:53,196.26,196.52,736,799,SELL,SPIKE
2024-11-18 11:28:54,148.18,148.19,241,731,HOLD,DROP
2024-11-18 11:28:55,144.27,144.4,622,294,SELL,DROP
2024-11-18 11:28:56,182.68,183.17,281,887,HOLD,DROP
2024-11-18 11:28:57,123.56,123.86,354,301,BUY,SPIKE
2024-11-18 11:28:58,114.37,114.52,761,438,SELL,DROP
2024-11-18 11:28:59,158.47,158.72,177,280,SELL,SPIKE
2024-11-18 11:29:00,130.63,130.77,408,996,BUY,NORMAL
2024-11-18 11:29:01,159.98,160.26,359,996,SELL,NORMAL
2024-11-18 11:29:02,173.78,173.83,618,428,SELL,DROP
2024-11-18 11:29:03,106.83,107.26,859,510,SELL,SPIKE
2024-11-18 11:29:04,102.5,102.98,640,173,BUY,SPIKE
2024-11-18 11:29:05,195.59,195.96,831,121,HOLD,SPIKE
2024-11-18 11:29:06,174.97,175.27,48,546,BUY,SPIKE
2024-11-18 11:29:07,109.95,110.26,46,877,SELL,NORMAL
2024-11-18 11:29:08,171.36,171.83,954,60,SELL,DROP
2024-11-18 11:29:09,145.8,146.07,989,572,BUY,DROP
2024-11-18 11:29:10,115.02,115.18,222,858,BUY,NORMAL
2024-11-18 11:29:11,180.36,180.46,508,41,BUY,SPIKE
2024-11-18 11:29:12,104.14,104.33,766,260,HOLD,DROP
2024-11-18 11:29:13,149.45,149.87,714,297,SELL,SPIKE
2024-11-18 11:29:14,173.32,173.52,772,815,SELL,DROP
2024-11-18 11:29:15,177.3,177.49,422,824,BUY,SPIKE
2024-11-18 11:29:16,161.51,161.66,701,415,SELL,NORMAL
2024-11-18 11:29:17,160.76,160.83,117,293,BUY,DROP
2024-11-18 11:29:18,139.93,140.07,483,858,SELL,SPIKE
2024-11-18 11:29:19,163.92,164.21,389,167,BUY,SPIKE
2024-11-18 11:29:20,152.03,152.48,276,565,SELL,NORMAL
2024-11-18 11:29:21,110.16,110.57,657,262,HOLD,DROP
2024-11-18 11:29:22,122.08,122.52,489,930,BUY,DROP
2024-11-18 11:29:23,136.5,136.51,444,562,BUY,SPIKE
2024-11-18 11:29:24,100.44,100.5,802,10,BUY,DROP
2024-11-18 11:29:25,173.2,173.3,242,615,BUY,DROP
2024-11-18 11:29:26,183.31,183.48,266,514,SELL,DROP
2024-11-18 11:29:27,167.92,168.19,540,646,BUY,NORMAL
2024-11-18 11:29:28,133.83,134.29,744,228,SELL,NORMAL
2024-11-18 11:29:29,179.22,179.3,814,953,HOLD,DROP
2024-11-18 11:29:30,182.79,183.26,542,496,BUY,SPIKE
2024-11-18 11:29:31,140.51,140.86,302,480,BUY,SPIKE
2024-11-18 11:29:32,143.78,144.28,179,584,BUY,SPIKE
2024-11-18 11:29:33,133.89,134.06,42,888,HOLD,DROP
2024-11-18 11:29:35,152.18,152.49,59,207,SELL,DROP
2024-11-18 11:29:36,107.47,107.86,27,716,BUY,SPIKE
2024-11-18 11:29:37,155.87,156.37,773,475,HOLD,DROP
2024-11-18 11:29:38,171.93,172.27,903,646,SELL,SPIKE
2024-11-18 11:29:39,160.56,160.96,627,346,SELL,NORMAL
2024-11-18 11:29:40,199.16,199.28,836,14,HOLD,SPIKE
2024-11-18 11:29:41,102.77,103.18,283,113,SELL,NORMAL
2024-11-18 11:29:42,199.79,200.15,496,269,BUY,SPIKE
2024-11-18 11:29:43,103.62,104.09,265,468,BUY,NORMAL
2024-11-18 11:29:44,172.89,173.04,309,72,HOLD,SPIKE
2024-11-18 11:29:45,125.63,125.91,779,61,HOLD,SPIKE
2024-11-18 11:29:46,116.62,116.66,246,902,SELL,NORMAL
2024-11-18 11:29:47,136.67,136.88,913,149,SELL,SPIKE
2024-11-18 11:29:48,153.5,153.85,710,499,SELL,NORMAL
2024-11-18 11:29:49,170.89,171.31,130,927,HOLD,DROP
2024-11-18 11:29:50,194.58,194.86,343,41,SELL,SPIKE
2024-11-18 11:29:51,125.68,125.79,339,145,HOLD,DROP
2024-11-18 11:29:52,189.01,189.08,165,775,BUY,SPIKE
2024-11-18 11:29:53,181.18,181.61,823,789,SELL,NORMAL
2024-11-18 11:29:54,150.8,150.94,750,514,BUY,DROP
2024-11-18 11:29:55,104.1,104.16,981,561,HOLD,SPIKE
2024-11-18 11:29:56,192.74,192.99,261,851,HOLD,DROP
2024-11-18 11:29:57,177.01,177.43,420,520,BUY,DROP
2024-11-18 11:29:58,168.37,168.85,446,986,SELL,NORMAL
2024-11-18 11:29:59,171.64,171.71,814,459,SELL,DROP
2024-11-18 11:30:00,188.03,188.27,747,815,SELL,NORMAL
2024-11-18 11:30:01,159.26,159.35,147,513,SELL,DROP
2024-11-18 11:30:02,175.24,175.61,121,57,HOLD,SPIKE
2024-11-18 11:30:03,139.04,139.52,764,567,BUY,NORMAL
2024-11-18 11:30:04,163.33,163.74,341,986,HOLD,SPIKE
2024-11-18 11:30:05,122.76,122.95,213,246,HOLD,NORMAL
2024-11-18 11:30:06,157.69,157.88,249,566,SELL,SPIKE
2024-11-18 11:30:07,181.19,181.61,13,894,BUY,SPIKE
2024-11-18 11:30:08,132.99,133.39,636,72,BUY,NORMAL
2024-11-18 11:30:09,117.09,117.46,173,298,BUY,SPIKE
2024-11-18 11:30:10,112.52,112.87,150,825,HOLD,NORMAL
2024-11-18 11:30:11,112.88,113.19,64,35,HOLD,DROP
2024-11-18 11:30:12,173.03,173.38,859,590,BUY,SPIKE
2024-11-18 11:30:13,191.42,191.73,254,981,HOLD,DROP
2024-11-18 11:30:14,199.81,200.1,28,700,BUY,DROP
2024-11-18 11:30:15,158.77,159.01,378,396,SELL,NORMAL
2024-11-18 11:30:16,198.19,198.29,895,435,BUY,SPIKE
2024-11-18 11:30:17,187.54,187.89,69,41,SELL,NORMAL
2024-11-18 11:30:18,137.18,137.64,931,429,SELL,NORMAL
2024-11-18 11:30:19,188.01,188.05,267,495,BUY,SPIKE
2024-11-18 11:30:20,170.11,170.52,76,538,HOLD,NORMAL
2024-11-18 11:30:21,128.33,128.78,751,278,BUY,DROP
2024-11-18 11:30:22,142.45,142.73,906,657,SELL,NORMAL
2024-11-18 11:30:23,156.91,157.41,926,859,HOLD,NORMAL
2024-11-18 11:30:24,107.64,107.87,479,350,HOLD,DROP
2024-11-18 11:30:25,105.66,106.01,785,601,BUY,NORMAL
2024-11-18 11:30:26,178.4,178.53,202,102,HOLD,SPIKE
2024-11-18 11:30:27,150.65,150.99,702,982,SELL,DROP
2024-11-18 11:30:28,130.11,130.25,629,472,BUY,NORMAL
2024-11-18 11:30:29,113.02,113.29,678,85,HOLD,SPIKE
2024-11-18 11:30:30,169.8,170.29,389,856,BUY,NORMAL
2024-11-18 11:30:31,106.05,106.29,974,692,HOLD,NORMAL
2024-11-18 11:30:32,138.99,139.38,228,170,HOLD,DROP
2024-11-18 11:30:33,115.91,115.94,592,731,HOLD,SPIKE
2024-11-18 11:30:34,196.97,197.01,766,554,BUY,NORMAL
2024-11-18 11:30:35,98.15,98.26,208,207,SELL,DROP
2024-11-18 11:30:36,122.21,122.35,591,697,BUY,SPIKE
2024-11-18 11:30:37,129.21,129.65,73,446,SELL,DROP
2024-11-18 11:30:38,182.4,182.89,776,495,BUY,DROP
2024-11-18 11:30:39,147.09,147.33,626,896,SELL,DROP
2024-11-18 11:30:40,142.89,142.92,12,808,BUY,SPIKE
2024-11-18 11:30:41,155.27,155.34,997,921,BUY,NORMAL
2024-11-18 11:30:42,94.12,94.34,150,280,HOLD,DROP
2024-11-18 11:30:43,146.22,146.45,116,16,SELL,SPIKE
2024-11-18 11:30:44,189.94,190.17,391,33,BUY,NORMAL
2024-11-18 11:30:45,193.25,193.28,101,800,BUY,DROP
2024-11-18 11:30:46,124.49,124.54,361,273,BUY,NORMAL
2024-11-18 11:30:47,138.14,138.34,806,601,HOLD,DROP
2024-11-18 11:30:48,135.97,136.16,176,234,HOLD,DROP
2024-11-18 11:30:49,170.7,170.86,970,232,BUY,SPIKE
2024-11-18 11:30:50,139.57,139.77,595,897,SELL,NORMAL
2024-11-18 11:30:51,178.78,178.91,129,783,HOLD,DROP
2024-11-18 11:30:52,166.35,166.77,333,129,BUY,DROP
2024-11-18 11:30:53,109.51,109.79,387,513,SELL,NORMAL
2024-11-18 11:30:54,112.0,112.05,836,661,BUY,NORMAL
2024-11-18 11:30:55,159.76,159.79,753,675,SELL,NORMAL
2024-11-18 11:30:56,185.63,185.94,400,133,BUY,DROP
2024-11-18 11:30:57,152.0,152.43,570,463,HOLD,NORMAL
2024-11-18 11:30:58,100.16,100.5,792,907,SELL,SPIKE
2024-11-18 11:30:59,163.74,163.86,843,756,BUY,SPIKE
2024-11-18 11:31:00,112.83,112.93,726,207,BUY,NORMAL
2024-11-18 11:31:01,124.14,124.42,858,430,BUY,NORMAL
2024-11-18 11:31:02,178.93,179.36,26,71,HOLD,NORMAL
2024-11-18 11:31:03,184.05,184.32,92,895,SELL,NORMAL
2024-11-18 11:31:04,126.6,126.81,769,170,HOLD,SPIKE
2024-11-18 11:31:05,193.64,193.77,128,993,BUY,NORMAL
2024-11-18 11:31:06,143.87,143.88,403,656,SELL,SPIKE
2024-11-18 11:31:07,151.22,151.59,515,446,HOLD,DROP
2024-11-18 11:31:08,129.52,129.65,365,887,BUY,SPIKE
2024-11-18 11:31:09,198.38,198.66,884,790,HOLD,NORMAL
2024-11-18 11:31:10,203.15,203.27,639,588,SELL,SPIKE
2024-11-18 11:31:11,174.48,174.75,878,828,BUY,SPIKE
2024-11-18 11:31:12,103.45,103.84,114,594,BUY,NORMAL
2024-11-18 11:31:13,133.06,133.39,96,91,BUY,NORMAL
2024-11-18 11:31:14,187.83,188.29,926,894,SELL,SPIKE
2024-11-18 11:31:15,151.32,151.6,117,431,BUY,NORMAL
2024-11-18 11:31:16,185.91,186.21,153,939,SELL,DROP
2024-11-18 11:31:17,142.4,142.52,374,526,SELL,NORMAL
2024-11-18 11:31:18,165.89,165.97,101,530,BUY,SPIKE
2024-11-18 11:31:19,156.99,157.4,69,684,HOLD,DROP
2024-11-18 11:31:20,167.72,168.19,740,104,SELL,DROP
2024-11-18 11:31:21,174.0,174.09,487,343,SELL,NORMAL
2024-11-18 11:31:22,119.07,119.5,509,350,BUY,DROP
2024-11-18 11:31:23,173.0,173.08,751,538,BUY,NORMAL
2024-11-18 11:31:24,130.83,131.13,750,536,HOLD,NORMAL
2024-11-18 11:31:25,134.19,134.31,859,656,HOLD,NORMAL
2024-11-18 11:31:26,191.53,191.79,379,608,SELL,SPIKE
2024-11-18 11:31:27,191.73,191.95,22,629,BUY,DROP
2024-11-18 11:31:28,167.53,167.67,947,575,HOLD,SPIKE
2024-11-18 11:31:29,165.76,166.18,947,668,SELL,NORMAL
2024-11-18 11:31:30,134.73,135.02,688,487,SELL,DROP
2024-11-18 11:31:31,121.87,122.09,915,349,HOLD,SPIKE
2024-11-18 11:31:32,113.24,113.32,729,531,BUY,SPIKE
2024-11-18 11:31:33,145.97,146.13,980,912,SELL,NORMAL
2024-11-18 11:31:34,147.03,147.15,471,404,HOLD,DROP
2024-11-18 11:31:35,176.38,176.43,820,431,SELL,NORMAL
2024-11-18 11:31:36,195.01,195.27,161,106,SELL,SPIKE
2024-11-18 11:31:37,158.0,158.45,996,803,SELL,SPIKE
2024-11-18 11:31:38,189.21,189.31,436,296,SELL,SPIKE
2024-11-18 11:31:39,105.41,105.74,417,229,BUY,DROP
2024-11-18 11:31:40,114.1,114.12,439,56,BUY,SPIKE
2024-11-18 11:31:41,199.2,199.36,448,664,SELL,DROP
2024-11-18 11:31:42,178.07,178.23,83,87,SELL,DROP
2024-11-18 11:31:43,153.26,153.49,294,358,HOLD,SPIKE
2024-11-18 11:31:44,191.79,192.11,322,139,BUY,DROP
2024-11-18 11:31:45,115.36,115.43,101,322,SELL,DROP
2024-11-18 11:31:46,166.78,166.94,964,746,SELL,DROP
2024-11-18 11:31:47,145.97,146.14,240,384,SELL,SPIKE
2024-11-18 11:31:48,166.31,166.55,876,119,BUY,SPIKE
2024-11-18 11:31:49,190.13,190.62,258,249,BUY,NORMAL
2024-11-18 11:31:50,137.38,137.44,581,726,SELL,NORMAL
2024-11-18 11:31:51,182.81,183.27,407,504,HOLD,SPIKE
2024-11-18 11:31:52,197.59,197.93,323,710,BUY,DROP
2024-11-18 11:31:53,102.47,102.57,542,714,HOLD,DROP
2024-11-18 11:31:54,122.97,123.28,470,352,HOLD,SPIKE
2024-11-18 11:31:55,136.81,137.17,613,170,HOLD,DROP
2024-11-18 11:31:56,151.48,151.97,208,806,SELL,SPIKE
2024-11-18 11:31:57,182.33,182.4,821,544,BUY,SPIKE
2024-11-18 11:31:58,174.5,174.6,364,526,BUY,NORMAL
2024-11-18 11:31:59,127.77,128.17,427,671,BUY,SPIKE
2024-11-18 11:32:00,119.15,119.4,68,321,SELL,NORMAL
2024-11-18 11:32:01,151.06,151.43,400,11,HOLD,NORMAL
2024-11-18 11:32:02,104.05,104.36,218,175,HOLD,DROP
2024-11-18 11:32:03,141.41,141.72,117,275,HOLD,NORMAL
2024-11-18 11:32:04,128.88,129.07,622,488,BUY,NORMAL
2024-11-18 11:32:05,182.74,183.1,750,156,BUY,SPIKE
2024-11-18 11:32:06,185.57,185.86,567,428,HOLD,SPIKE
2024-11-18 11:32:07,144.94,145.14,160,713,HOLD,DROP
2024-11-18 11:32:08,193.5,193.7,865,486,BUY,NORMAL
2024-11-18 11:32:09,109.99,110.15,14,18,HOLD,NORMAL
2024-11-18 11:32:10,155.52,155.62,765,778,SELL,NORMAL
2024-11-18 11:32:11,161.92,162.18,383,937,SELL,NORMAL
2024-11-18 11:32:12,195.84,196.05,956,767,BUY,DROP
2024-11-18 11:32:13,121.44,121.66,493,916,HOLD,NORMAL
2024-11-18 11:32:14,179.8,180.03,201,743,SELL,SPIKE
2024-11-18 11:32:15,131.56,131.93,50,696,BUY,NORMAL
2024-11-18 11:32:16,142.36,142.72,838,108,HOLD,DROP
2024-11-18 11:32:17,172.2,172.61,967,294,BUY,SPIKE
2024-11-18 11:32:18,189.12,189.56,334,289,SELL,NORMAL
2024-11-18 11:32:19,161.6,161.98,833,122,HOLD,DROP
2024-11-18 11:32:20,192.94,192.99,287,748,SELL,DROP
2024-11-18 11:32:21,101.14,101.39,751,571,BUY,DROP
2024-11-18 11:32:22,126.05,126.34,785,124,SELL,SPIKE
2024-11-18 11:32:23,120.88,121.16,263,858,SELL,DROP
2024-11-18 11:32:24,135.72,135.85,880,616,BUY,SPIKE
2024-11-18 11:32:25,146.63,146.88,758,316,HOLD,DROP
2024-11-18 11:32:26,179.58,179.96,580,511,BUY,NORMAL
2024-11-18 11:32:27,172.08,172.29,818,525,SELL,SPIKE
2024-11-18 11:32:28,169.67,169.96,804,556,BUY,NORMAL
2024-11-18 11:32:29,125.42,125.78,630,568,SELL,NORMAL
2024-11-18 11:32:30,195.81,196.12,186,478,BUY,DROP
2024-11-18 11:32:31,168.27,168.77,915,974,BUY,DROP
2024-11-18 11:32:32,148.82,148.91,540,378,BUY,DROP
2024-11-18 11:32:33,131.62,131.71,675,685,BUY,DROP
2024-11-18 11:32:34,192.18,192.36,767,730,HOLD,SPIKE
2024-11-18 11:32:35,101.88,102.23,306,745,BUY,SPIKE
2024-11-18 11:32:36,187.73,188.14,165,448,SELL,SPIKE
2024-11-18 11:32:37,170.57,170.63,81,361,SELL,DROP
2024-11-18 11:32:38,119.3,119.59,505,556,HOLD,DROP
2024-11-18 11:32:39,100.3,100.69,119,455,SELL,DROP
2024-11-18 11:32:40,177.1,177.43,780,71,HOLD,SPIKE
2024-11-18 11:32:41,156.98,157.09,386,585,SELL,NORMAL
2024-11-18 11:32:42,183.97,184.36,298,542,BUY,NORMAL
2024-11-18 11:32:43,108.49,108.63,511,29,BUY,SPIKE
2024-11-18 11:32:44,121.32,121.8,942,753,BUY,NORMAL
2024-11-18 11:32:45,164.43,164.58,489,882,HOLD,DROP
2024-11-18 11:32:46,172.32,172.37,231,496,HOLD,DROP
2024-11-18 11:32:47,179.26,179.73,426,151,HOLD,DROP
2024-11-18 11:32:48,149.21,149.63,654,873,SELL,NORMAL
2024-11-18 11:32:49,176.64,176.95,925,150,BUY,SPIKE
2024-11-18 11:32:50,182.59,182.76,725,515,SELL,SPIKE
2024-11-18 11:32:51,116.24,116.59,697,28,SELL,DROP
2024-11-18 11:32:52,107.91,108.25,808,228,BUY,NORMAL
2024-11-18 11:32:53,136.95,137.12,275,772,SELL,NORMAL
2024-11-18 11:32:54,160.74,161.02,808,189,HOLD,DROP
2024-11-18 11:32:55,168.88,168.99,931,835,BUY,SPIKE
2024-11-18 11:32:56,142.21,142.49,320,817,SELL,DROP
2024-11-18 11:32:57,167.66,167.95,538,406,HOLD,NORMAL
2024-11-18 11:32:58,114.5,114.71,970,448,HOLD,DROP
2024-11-18 11:32:59,199.72,199.77,592,258,BUY,SPIKE
2024-11-18 11:33:01,197.83,198.01,396,875,BUY,SPIKE
2024-11-18 11:33:02,140.26,140.61,775,122,HOLD,SPIKE
2024-11-18 11:33:03,126.31,126.61,635,291,HOLD,SPIKE
2024-11-18 11:33:04,130.17,130.22,252,988,SELL,NORMAL
2024-11-18 11:33:05,156.69,157.17,832,389,SELL,SPIKE
2024-11-18 11:33:06,192.56,192.91,548,798,HOLD,NORMAL
2024-11-18 11:33:07,195.51,195.82,551,964,SELL,SPIKE
2024-11-18 11:33:08,118.91,119.33,295,58,BUY,SPIKE
2024-11-18 11:33:09,184.02,184.4,708,211,BUY,DROP
2024-11-18 11:33:10,169.42,169.66,566,976,BUY,NORMAL
2024-11-18 11:33:11,146.84,147.13,399,849,BUY,SPIKE
2024-11-18 11:33:12,199.6,199.67,914,162,BUY,NORMAL
2024-11-18 11:33:13,150.43,150.51,410,170,BUY,NORMAL
2024-11-18 11:33:14,122.05,122.22,420,898,HOLD,NORMAL
2024-11-18 11:33:15,176.98,177.34,752,91,HOLD,SPIKE
2024-11-18 11:33:16,106.77,107.24,829,146,BUY,SPIKE
2024-11-18 11:33:17,114.58,114.59,613,530,BUY,SPIKE
2024-11-18 11:33:18,169.85,170.23,632,486,HOLD,DROP
2024-11-18 11:33:19,111.98,112.35,732,292,BUY,NORMAL
2024-11-18 11:33:20,180.38,180.39,904,273,HOLD,NORMAL
2024-11-18 11:33:21,174.61,174.78,101,78,SELL,NORMAL
2024-11-18 11:33:22,110.49,110.85,799,529,SELL,SPIKE
2024-11-18 11:33:23,197.77,197.94,656,139,HOLD,DROP
2024-11-18 11:33:24,112.76,112.92,749,1000,BUY,SPIKE
2024-11-18 11:33:25,126.25,126.67,617,992,HOLD,DROP
2024-11-18 11:33:26,136.65,137.05,789,604,BUY,DROP
2024-11-18 11:33:27,130.7,130.74,372,949,SELL,SPIKE
2024-11-18 11:33:28,177.54,177.63,700,261,BUY,NORMAL
2024-11-18 11:33:29,136.77,136.93,986,347,SELL,SPIKE
2024-11-18 11:33:30,188.33,188.47,53,440,SELL,SPIKE
2024-11-18 11:33:31,171.25,171.72,541,687,BUY,SPIKE
2024-11-18 11:33:32,161.78,162.02,787,644,HOLD,NORMAL
2024-11-18 11:33:33,104.79,104.96,390,36,HOLD,SPIKE
2024-11-18 11:33:34,188.2,188.6,132,393,SELL,NORMAL
2024-11-18 11:33:35,111.21,111.57,314,623,HOLD,SPIKE
2024-11-18 11:33:36,158.07,158.56,938,544,HOLD,DROP
2024-11-18 11:33:37,136.95,137.17,239,431,BUY,DROP
2024-11-18 11:33:38,124.13,124.17,951,586,BUY,NORMAL
2024-11-18 11:33:39,129.97,130.04,405,753,BUY,SPIKE
2024-11-18 11:33:40,100.21,100.26,226,716,HOLD,SPIKE
2024-11-18 11:33:41,167.17,167.64,956,624,BUY,SPIKE
2024-11-18 11:33:42,175.73,175.88,748,45,HOLD,DROP
2024-11-18 11:33:43,199.12,199.34,437,405,SELL,NORMAL
2024-11-18 11:33:44,148.83,149.2,484,278,BUY,SPIKE
2024-11-18 11:33:45,107.17,107.41,519,301,SELL,SPIKE
2024-11-18 11:33:46,196.62,196.7,917,683,BUY,NORMAL
2024-11-18 11:33:47,190.24,190.33,546,355,SELL,SPIKE
2024-11-18 11:33:48,196.93,197.05,496,908,SELL,NORMAL
2024-11-18 11:33:49,103.61,104.1,366,91,HOLD,NORMAL
2024-11-18 11:33:50,149.98,150.45,161,351,BUY,NORMAL
2024-11-18 11:33:51,110.3,110.54,666,694,HOLD,NORMAL
2024-11-18 11:33:52,152.85,153.32,352,949,HOLD,DROP
2024-11-18 11:33:53,144.62,144.88,641,106,SELL,NORMAL
2024-11-18 11:33:54,159.48,159.91,394,955,SELL,NORMAL
2024-11-18 11:33:55,169.51,169.53,360,49,HOLD,DROP
2024-11-18 11:33:56,161.81,161.85,32,533,BUY,DROP
2024-11-18 11:33:57,135.93,136.22,191,909,SELL,NORMAL
2024-11-18 11:33:58,118.69,118.84,120,800,SELL,NORMAL
2024-11-18 11:33:59,186.91,186.96,836,808,BUY,NORMAL
2024-11-18 11:34:00,213.6,213.79,300,233,SELL,SPIKE
2024-11-18 11:34:01,102.12,102.38,429,350,SELL,SPIKE
2024-11-18 11:34:02,155.2,155.56,191,426,SELL,SPIKE
2024-11-18 11:34:03,132.23,132.37,125,851,SELL,SPIKE
2024-11-18 11:34:04,177.14,177.19,648,780,BUY,SPIKE
2024-11-18 11:34:05,145.23,145.48,674,802,SELL,DROP
2024-11-18 11:34:06,174.92,175.28,942,327,SELL,SPIKE
2024-11-18 11:34:07,142.8,143.05,436,63,BUY,NORMAL
2024-11-18 11:34:08,124.26,124.57,405,672,HOLD,DROP
2024-11-18 11:34:09,154.07,154.12,428,929,BUY,NORMAL
2024-11-18 11:34:10,156.11,156.45,937,665,BUY,SPIKE
2024-11-18 11:34:11,198.77,198.8,709,816,SELL,SPIKE
2024-11-18 11:34:12,152.52,152.88,272,698,SELL,NORMAL
2024-11-18 11:34:13,150.52,150.79,932,509,BUY,SPIKE
2024-11-18 11:34:14,131.59,131.96,211,697,BUY,NORMAL
2024-11-18 11:34:15,148.57,148.59,944,506,BUY,DROP
2024-11-18 11:34:16,120.08,120.26,729,152,HOLD,SPIKE
2024-11-18 11:34:17,196.7,196.91,734,822,HOLD,NORMAL
2024-11-18 11:34:18,194.53,195.02,830,679,HOLD,NORMAL
2024-11-18 11:34:19,184.66,185.1,596,17,BUY,NORMAL
2024-11-18 11:34:20,142.45,142.96,545,419,HOLD,SPIKE
2024-11-18 11:34:21,101.49,101.77,748,62,HOLD,NORMAL
2024-11-18 11:34:22,164.06,164.41,960,350,SELL,NORMAL
2024-11-18 11:34:23,118.0,118.39,444,826,HOLD,SPIKE
2024-11-18 11:34:24,162.39,162.72,576,226,SELL,NORMAL
2024-11-18 11:34:25,177.27,177.69,718,506,SELL,DROP
2024-11-18 11:34:26,141.72,142.0,667,596,HOLD,SPIKE
2024-11-18 11:34:27,145.56,145.7,494,231,SELL,NORMAL
2024-11-18 11:34:28,183.73,183.75,374,610,HOLD,SPIKE
2024-11-18 11:34:29,141.01,141.06,163,277,BUY,SPIKE
2024-11-18 11:34:30,175.97,176.13,275,406,SELL,NORMAL
2024-11-18 11:34:31,171.65,172.09,923,795,HOLD,SPIKE
2024-11-18 11:34:32,139.1,139.4,435,293,HOLD,DROP
2024-11-18 11:34:33,184.27,184.39,796,553,HOLD,DROP
2024-11-18 11:34:34,119.11,119.22,170,474,HOLD,NORMAL
